25-Jun-24 11:18:21	Executing utility at 6/25/2024 11:18:21 AM
25-Jun-24 12:57:22	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3880718306-3832830129-1677859214-2598158968-1052248003')
25-Jun-24 12:57:23	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3985847660-2753231750-3124710427-4002290793-1281732417')
25-Jun-24 12:57:23	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-418207337-3061451207-1180287332-530680628-2707783206')
25-Jun-24 12:57:24	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-4221218650-3734044757-384929471-3242703948-1535012119')
25-Jun-24 12:57:25	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-684135558-66954648-645343295-865517114-2956913369')
25-Jun-24 12:57:25	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319')
25-Jun-24 12:57:26	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 64')
25-Jun-24 12:57:26	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 64 Critical')
25-Jun-24 12:57:27	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 Critical')
25-Jun-24 12:57:28	insert into tbl_main_alltask(taskid,taskname) values('','AD RMS Rights Policy Template Management (Automated)')
25-Jun-24 12:57:28	insert into tbl_main_alltask(taskid,taskname) values('','AD RMS Rights Policy Template Management (Manual)')
25-Jun-24 12:57:29	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','PolicyConverter')
25-Jun-24 12:57:29	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','VerifiedPublisherCertStoreCheck')
25-Jun-24 12:57:30	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\invagent.dll,-701)','MareBackup')
25-Jun-24 12:57:30	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\compattelrunner.exe,-501)','Microsoft Compatibility Appraiser')
25-Jun-24 12:57:32	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','PcaPatchDbTask')
25-Jun-24 12:57:32	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\invagent.dll,-701)','ProgramDataUpdater')
25-Jun-24 12:57:33	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','StartupAppTask')
25-Jun-24 12:57:34	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','appuriverifierdaily')
25-Jun-24 12:57:34	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','appuriverifierinstall')
25-Jun-24 12:57:35	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','CleanupTemporaryState')
25-Jun-24 12:57:36	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','DsSvcCleanup')
25-Jun-24 12:57:36	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-601)','Backup')
25-Jun-24 12:57:37	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-601)','BackupNonMaintenance')
25-Jun-24 12:57:38	insert into tbl_main_alltask(taskid,taskname) values('','Pre-staged app cleanup')
25-Jun-24 12:57:38	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Proxy')
25-Jun-24 12:57:39	insert into tbl_main_alltask(taskid,taskname) values('','BitLocker Encrypt All Drives')
25-Jun-24 12:57:39	insert into tbl_main_alltask(taskid,taskname) values('','BitLocker MDM policy Refresh')
25-Jun-24 12:57:40	insert into tbl_main_alltask(taskid,taskname) values('','UninstallDeviceTask')
25-Jun-24 12:57:41	insert into tbl_main_alltask(taskid,taskname) values('','BgTaskRegistrationMaintenanceTask')
25-Jun-24 12:57:41	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows Security','UserTask')
25-Jun-24 12:57:42	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows Security','UserTask-Roam')
25-Jun-24 12:57:42	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ProactiveScan')
25-Jun-24 12:57:43	insert into tbl_main_alltask(taskid,taskname) values('','SyspartRepair')
25-Jun-24 12:57:43	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','LicenseImdsIntegration')
25-Jun-24 12:57:44	insert into tbl_main_alltask(taskid,taskname) values('','CreateObjectTask')
25-Jun-24 12:57:44	task already preasentBackup
25-Jun-24 12:57:45	insert into tbl_main_alltask(taskid,taskname) values('$(@%systemRoot%\system32\unifiedconsent.dll,-103)','UnifiedConsentSyncTask')
25-Jun-24 12:57:46	insert into tbl_main_alltask(taskid,taskname) values('Windows Customer Experience Improvement Program','Consolidator')
25-Jun-24 12:57:46	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','UsbCeip')
25-Jun-24 12:57:47	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Data Integrity Check And Scan')
25-Jun-24 12:57:47	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Data Integrity Scan')
25-Jun-24 12:57:48	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Data Integrity Scan for Crash Recovery')
25-Jun-24 12:57:49	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ScheduledDefrag')
25-Jun-24 12:57:49	insert into tbl_main_alltask(taskid,taskname) values('','Device')
25-Jun-24 12:57:50	insert into tbl_main_alltask(taskid,taskname) values('','Device User')
25-Jun-24 12:57:50	insert into tbl_main_alltask(taskid,taskname) values('Recommended Troubleshooting Service','RecommendedTroubleshootingScanner')
25-Jun-24 12:57:51	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Scheduled')
25-Jun-24 12:57:52	insert into tbl_main_alltask(taskid,taskname) values('','DirectXDatabaseUpdater')
25-Jun-24 12:57:52	insert into tbl_main_alltask(taskid,taskname) values('','DXGIAdapterCache')
25-Jun-24 12:57:53	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','SilentCleanup')
25-Jun-24 12:57:53	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Microsoft-Windows-DiskDiagnosticDataCollector')
25-Jun-24 12:57:54	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Microsoft-Windows-DiskDiagnosticResolver')
25-Jun-24 12:57:55	insert into tbl_main_alltask(taskid,taskname) values('','Diagnostics')
25-Jun-24 12:57:55	insert into tbl_main_alltask(taskid,taskname) values('','StorageSense')
25-Jun-24 12:57:56	insert into tbl_main_alltask(taskid,taskname) values('','dusmtask')
25-Jun-24 12:57:56	insert into tbl_main_alltask(taskid,taskname) values('','EDP App Launch Task')
25-Jun-24 12:57:57	insert into tbl_main_alltask(taskid,taskname) values('','EDP Auth Task')
25-Jun-24 12:57:58	insert into tbl_main_alltask(taskid,taskname) values('','EDP Inaccessible Credentials Task')
25-Jun-24 12:57:58	insert into tbl_main_alltask(taskid,taskname) values('','StorageCardEncryption Task')
25-Jun-24 12:57:59	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ExploitGuard MDM policy Refresh')
25-Jun-24 12:57:59	insert into tbl_main_alltask(taskid,taskname) values('System Initiated User Feedback','DmClient')
25-Jun-24 12:58:00	insert into tbl_main_alltask(taskid,taskname) values('System Initiated User Feedback','DmClientOnScenarioDownload')
25-Jun-24 12:58:01	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Property Definition Sync')
25-Jun-24 12:58:01	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','File History (maintenance mode)')
25-Jun-24 12:58:02	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ReconcileFeatures')
25-Jun-24 12:58:02	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','UsageDataFlushing')
25-Jun-24 12:58:03	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','UsageDataReporting')
25-Jun-24 12:58:04	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','RefreshCache')
25-Jun-24 12:58:05	insert into tbl_main_alltask(taskid,taskname) values('','LocalUserSyncDataAvailable')
25-Jun-24 12:58:05	insert into tbl_main_alltask(taskid,taskname) values('','MouseSyncDataAvailable')
25-Jun-24 12:58:06	insert into tbl_main_alltask(taskid,taskname) values('','PenSyncDataAvailable')
25-Jun-24 12:58:06	insert into tbl_main_alltask(taskid,taskname) values('','TouchpadSyncDataAvailable')
25-Jun-24 12:58:07	insert into tbl_main_alltask(taskid,taskname) values('','ScanForUpdates')
25-Jun-24 12:58:08	insert into tbl_main_alltask(taskid,taskname) values('','ScanForUpdatesAsUser')
25-Jun-24 12:58:08	insert into tbl_main_alltask(taskid,taskname) values('','WakeUpAndContinueUpdates')
25-Jun-24 12:58:09	insert into tbl_main_alltask(taskid,taskname) values('','WakeUpAndScanForUpdates')
25-Jun-24 12:58:09	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Synchronize Language Settings')
25-Jun-24 12:58:10	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Installation')
25-Jun-24 12:58:11	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ReconcileLanguageResources')
25-Jun-24 12:58:11	insert into tbl_main_alltask(taskid,taskname) values('','Notifications')
25-Jun-24 12:58:12	insert into tbl_main_alltask(taskid,taskname) values('','WindowsActionDialog')
25-Jun-24 12:58:12	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows System Assessment Tool (WinSAT)','WinSAT')
25-Jun-24 12:58:13	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\Autopilot.dll,-601)','DetectHardwareChange')
25-Jun-24 12:58:14	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\Autopilot.dll,-601)','RemediateHardwareChange')
25-Jun-24 12:58:14	insert into tbl_main_alltask(taskid,taskname) values('','Cellular')
25-Jun-24 12:58:15	insert into tbl_main_alltask(taskid,taskname) values('','Logon')
25-Jun-24 12:58:15	insert into tbl_main_alltask(taskid,taskname) values('','Retry')
25-Jun-24 12:58:16	insert into tbl_main_alltask(taskid,taskname) values('','RunOnReboot')
25-Jun-24 12:58:16	insert into tbl_main_alltask(taskid,taskname) values('','MapsToastTask')
25-Jun-24 12:58:17	insert into tbl_main_alltask(taskid,taskname) values('','MapsUpdateTask')
25-Jun-24 12:58:18	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ProcessMemoryDiagnosticEvents')
25-Jun-24 12:58:18	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','RunFullMemoryDiagnostic')
25-Jun-24 12:58:19	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows Mbae Parser','MNO Metadata Parser')
25-Jun-24 12:58:19	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','LPRemove')
25-Jun-24 12:58:20	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','SystemSoundsService')
25-Jun-24 12:58:21	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows Network Trace','GatherNetworkInfo')
25-Jun-24 12:58:21	insert into tbl_main_alltask(taskid,taskname) values('','WiFiTask')
25-Jun-24 12:58:22	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Background Synchronization')
25-Jun-24 12:58:22	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Logon Synchronization')
25-Jun-24 12:58:23	insert into tbl_main_alltask(taskid,taskname) values('','SecureBootEncodeUEFI')
25-Jun-24 12:58:24	insert into tbl_main_alltask(taskid,taskname) values('','Device Install Group Policy')
25-Jun-24 12:58:24	insert into tbl_main_alltask(taskid,taskname) values('','Device Install Reboot Required')
25-Jun-24 12:58:25	insert into tbl_main_alltask(taskid,taskname) values('','Sysprep Generalize Drivers')
25-Jun-24 12:58:25	insert into tbl_main_alltask(taskid,taskname) values('Power Efficiency Diagnostics','AnalyzeSystem')
25-Jun-24 12:58:26	insert into tbl_main_alltask(taskid,taskname) values('','EduPrintProv')
25-Jun-24 12:58:27	insert into tbl_main_alltask(taskid,taskname) values('','PrinterCleanupTask')
25-Jun-24 12:58:27	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','VerifyWinRE')
25-Jun-24 12:58:28	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','RegIdleBackup')
25-Jun-24 12:58:28	insert into tbl_main_alltask(taskid,taskname) values('','StartComponentCleanup')
25-Jun-24 12:58:29	insert into tbl_main_alltask(taskid,taskname) values('','BackgroundUploadTask')
25-Jun-24 12:58:30	insert into tbl_main_alltask(taskid,taskname) values('','NetworkStateChangeTask')
25-Jun-24 12:58:30	insert into tbl_main_alltask(taskid,taskname) values('','Account Cleanup')
25-Jun-24 12:58:31	task already preasentCreateObjectTask
25-Jun-24 12:58:31	insert into tbl_main_alltask(taskid,taskname) values('Family','FamilySafetyMonitor')
25-Jun-24 12:58:32	insert into tbl_main_alltask(taskid,taskname) values('Microsoft family features','FamilySafetyRefreshTask')
25-Jun-24 12:58:32	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','IndexerAutomaticMaintenance')
25-Jun-24 12:58:33	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ThemesSyncedImageDownload')
25-Jun-24 12:58:33	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','SvcRestartTaskLogon')
25-Jun-24 12:58:34	insert into tbl_main_alltask(taskid,taskname) values('Storage Spaces','SpaceAgentTask')
25-Jun-24 12:58:35	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\spaceman.exe,-1)','SpaceManagerTask')
25-Jun-24 12:58:35	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-601)','MaintenanceTasks')
25-Jun-24 12:58:36	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Storage Tiers Management Initialization')
25-Jun-24 12:58:36	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Storage Tiers Optimization')
25-Jun-24 12:58:38	insert into tbl_main_alltask(taskid,taskname) values('ClipRenew.exe','EnableLicenseAcquisition')
25-Jun-24 12:58:38	insert into tbl_main_alltask(taskid,taskname) values('ClipRenew.exe','LicenseAcquisition')
25-Jun-24 12:58:39	insert into tbl_main_alltask(taskid,taskname) values('','HybridDriveCachePrepopulate')
25-Jun-24 12:58:39	insert into tbl_main_alltask(taskid,taskname) values('','HybridDriveCacheRebalance')
25-Jun-24 12:58:40	insert into tbl_main_alltask(taskid,taskname) values('','ResPriStaticDbSync')
25-Jun-24 12:58:41	insert into tbl_main_alltask(taskid,taskname) values('','WsSwapAssessmentTask')
25-Jun-24 12:58:41	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','SR')
25-Jun-24 12:58:42	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Interactive')
25-Jun-24 12:58:42	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','MsCtfMonitor')
25-Jun-24 12:58:43	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ForceSynchronizeTime')
25-Jun-24 12:58:44	insert into tbl_main_alltask(taskid,taskname) values('Windows Time','SynchronizeTime')
25-Jun-24 12:58:44	insert into tbl_main_alltask(taskid,taskname) values('','SynchronizeTimeZone')
25-Jun-24 12:58:45	insert into tbl_main_alltask(taskid,taskname) values('','RunUpdateNotificationMgr')
25-Jun-24 12:58:45	insert into tbl_main_alltask(taskid,taskname) values('','UPnPHostConfig')
25-Jun-24 12:58:46	insert into tbl_main_alltask(taskid,taskname) values('','Usb-Notifications')
25-Jun-24 12:58:46	task already preasentWiFiTask
25-Jun-24 12:58:47	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','ResolutionHost')
25-Jun-24 12:58:47	insert into tbl_main_alltask(taskid,taskname) values('','Windows Defender Cache Maintenance')
25-Jun-24 12:58:48	insert into tbl_main_alltask(taskid,taskname) values('','Windows Defender Cleanup')
25-Jun-24 12:58:49	insert into tbl_main_alltask(taskid,taskname) values('','Windows Defender Scheduled Scan')
25-Jun-24 12:58:49	insert into tbl_main_alltask(taskid,taskname) values('','Windows Defender Verification')
25-Jun-24 12:58:50	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Windows Error Reporting','QueueReporting')
25-Jun-24 12:58:50	insert into tbl_main_alltask(taskid,taskname) values('','BfeOnServiceStartTypeChange')
25-Jun-24 12:58:51	insert into tbl_main_alltask(taskid,taskname) values('','UpdateLibrary')
25-Jun-24 12:58:52	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Calibration Loader')
25-Jun-24 12:58:52	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation.','Scheduled Start')
25-Jun-24 12:58:53	insert into tbl_main_alltask(taskid,taskname) values('','CacheTask')
25-Jun-24 12:58:53	insert into tbl_main_alltask(taskid,taskname) values('','CDSSync')
25-Jun-24 12:58:54	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Work Folders Logon Synchronization')
25-Jun-24 12:58:55	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Work Folders Maintenance Work')
25-Jun-24 12:58:55	insert into tbl_main_alltask(taskid,taskname) values('','Automatic-Device-Join')
25-Jun-24 12:58:56	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','Device-Sync')
25-Jun-24 12:58:56	insert into tbl_main_alltask(taskid,taskname) values('','Recovery-Check')
25-Jun-24 12:58:57	insert into tbl_main_alltask(taskid,taskname) values('','NotificationTask')
25-Jun-24 12:58:58	insert into tbl_main_alltask(taskid,taskname) values('','OobeDiscovery')
25-Jun-24 12:58:58	insert into tbl_main_alltask(taskid,taskname) values('','XblGameSaveTask')
25-Jun-24 12:58:59	insert into tbl_main_alltask(taskid,taskname) values('','Firefox Background Update S-1-5-21-4052539082-3249235043-2059780522-1001 A749823778009F0F')
25-Jun-24 12:58:59	insert into tbl_main_alltask(taskid,taskname) values('','Firefox Default Browser Agent 308046B0AF4A39CB')
25-Jun-24 12:59:00	insert into tbl_main_alltask(taskid,taskname) values('','Firefox Default Browser Agent A749823778009F0F')
25-Jun-24 13:04:04	Executing utility at 6/25/2024 1:04:04 PM
25-Jun-24 13:05:04	insert into tbl_main_alltask(taskid,taskname) values('','Adobe Acrobat Update Task')
25-Jun-24 13:05:05	insert into tbl_main_alltask(taskid,taskname) values('','Adobe-Genuine-Software-Integrity-Scheduler-1.0')
25-Jun-24 13:05:06	insert into tbl_main_alltask(taskid,taskname) values('','AdobeGCInvoker-1.0')
25-Jun-24 13:05:06	insert into tbl_main_alltask(taskid,taskname) values('','anshu')
25-Jun-24 13:05:07	insert into tbl_main_alltask(taskid,taskname) values('','OneDrive Reporting Task-S-1-5-21-4052539082-3249235043-2059780522-1001')
25-Jun-24 13:05:08	insert into tbl_main_alltask(taskid,taskname) values('','OneDrive Standalone Update Task-S-1-5-21-4052539082-3249235043-2059780522-1001')
25-Jun-24 13:05:08	insert into tbl_main_alltask(taskid,taskname) values('','safsg')
25-Jun-24 13:05:09	insert into tbl_main_alltask(taskid,taskname) values('','VSIX Auto Update')
25-Jun-24 13:05:09	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-21-4052539082-3249235043-2059780522-1001')
25-Jun-24 13:05:10	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-21-4052539082-3249235043-2059780522-1002')
25-Jun-24 13:05:11	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1325446630-1604430999-376170648-153129477-3068919839')
25-Jun-24 13:05:11	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1558248044-1593909066-2064011601-2876309908-1898208377')
25-Jun-24 13:05:12	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1768481418-4243586691-1349411104-1299650809-3159321943')
25-Jun-24 13:05:13	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1829637061-4289792954-594388474-1141019738-1140273761')
25-Jun-24 13:05:13	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1899634293-1740304806-2887984933-505496300-1155962382')
25-Jun-24 13:05:14	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-1985561900-798682989-2213159822-1904180398-3434236965')
25-Jun-24 13:05:14	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-2153795431-3439670559-4211332317-2177827265-2821837002')
25-Jun-24 13:05:15	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-2575449109-2369498003-86869817-2770163484-1998650617')
25-Jun-24 13:05:16	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-2652535364-2169709536-2857650723-2622804123-1107741775')
25-Jun-24 13:05:16	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-309224134-970686483-1999427595-3240087295-3167920316')
25-Jun-24 13:05:17	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3404462892-1987791245-2451609587-3755554482-3689831200')
25-Jun-24 13:05:18	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-374725556-3612212497-2365472278-3259944318-2763227505')
25-Jun-24 13:05:18	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3880006512-4290199581-1648723128-3569869737-3631323133')
25-Jun-24 13:05:19	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3880718306-3832830129-1677859214-2598158968-1052248003')
25-Jun-24 13:05:19	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-3985847660-2753231750-3124710427-4002290793-1281732417')
25-Jun-24 13:05:20	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-418207337-3061451207-1180287332-530680628-2707783206')
25-Jun-24 13:05:21	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-4221218650-3734044757-384929471-3242703948-1535012119')
25-Jun-24 13:05:21	insert into tbl_main_alltask(taskid,taskname) values('','UpdateConfiguration_S-1-5-80-684135558-66954648-645343295-865517114-2956913369')
25-Jun-24 13:05:22	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319')
25-Jun-24 13:05:23	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 64')
25-Jun-24 13:05:23	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 64 Critical')
25-Jun-24 13:05:24	insert into tbl_main_alltask(taskid,taskname) values('','.NET Framework NGEN v4.0.30319 Critical')
25-Jun-24 13:05:24	insert into tbl_main_alltask(taskid,taskname) values('','AD RMS Rights Policy Template Management (Automated)')
25-Jun-24 13:05:25	insert into tbl_main_alltask(taskid,taskname) values('','AD RMS Rights Policy Template Management (Manual)')
25-Jun-24 13:05:26	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','PolicyConverter')
25-Jun-24 13:05:26	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','VerifiedPublisherCertStoreCheck')
25-Jun-24 13:05:27	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\invagent.dll,-701)','MareBackup')
25-Jun-24 13:05:28	insert into tbl_main_alltask(taskid,taskname) values('$(@%SystemRoot%\system32\compattelrunner.exe,-501)','Microsoft Compatibility Appraiser')
25-Jun-24 13:05:28	insert into tbl_main_alltask(taskid,taskname) values('Microsoft Corporation','PcaPatchDbTask')
